position,bounciness,size,bucket
214,0.524778205,16,1
220,0.501518196,16,4
365,0.51250007,16,8
450,0.528813147,16,8
502,0.523305296,16,8
586,0.544730503,16,9
592,0.539074036,16,7
602,0.52794371,16,6
624,0.504867269,16,7
704,0.521521977,16,9
763,0.514653047,16,10
7,0.548423354,16,1
111,0.521755242,16,1
141,0.503339867,16,3
147,0.504112015,16,2
283,0.515650181,16,3
286,0.532743647,16,2
307,0.536873191,16,4
311,0.517576501,16,7
348,0.504205337,16,1
350,0.548740866,16,3
352,0.531663228,16,7
382,0.500357085,16,6
388,0.549448513,16,4
427,0.500175837,16,2
461,0.505397272,16,5
564,0.507379107,16,7
569,0.523939795,16,8
664,0.507193956,16,7
752,0.523151695,16,10
764,0.503579745,16,10
34,0.524707807,16,3
39,0.535894199,16,4
66,0.524674593,16,2
114,0.523456706,16,5
159,0.535523244,16,3
163,0.545198617,16,5
172,0.526066737,16,5
235,0.545441548,16,5
275,0.533332258,16,2
316,0.521941657,16,5
411,0.516602967,16,7
447,0.523524511,16,6
511,0.519875856,16,6
524,0.537490679,16,6
544,0.508151241,16,8
545,0.506633054,16,9
603,0.541047891,16,8
655,0.546423444,16,10
688,0.504663156,16,8
729,0.547482055,16,10
731,0.541677069,16,10
786,0.50497095,16,8
26,0.525484832,16,1
28,0.507739501,16,1
73,0.540260734,16,2
266,0.521688693,16,7
269,0.529788005,16,2
289,0.502628706,16,6
363,0.503201996,16,4
426,0.543525164,16,2
519,0.528822444,16,8
540,0.519942304,16,9
540,0.519942304,16,10
553,0.523893649,16,5
615,0.513136614,16,10
660,0.543503974,16,6
751,0.509284293,16,8
778,0.539291847,16,9
12,0.523866407,16,2
61,0.526424937,16,4
100,0.546361549,16,2
125,0.51593825,16,6
238,0.507786854,16,2
278,0.538090454,16,1
303,0.510322009,16,5
320,0.532018446,16,6
445,0.510735184,16,9
619,0.505680407,16,7
619,0.505680407,16,8
629,0.547719846,16,7
633,0.516819741,16,8
636,0.526761436,16,6
637,0.535491477,16,8
693,0.513338792,16,10
695,0.548704977,16,10
747,0.511976924,16,7
750,0.502601119,16,9
774,0.527037411,16,8
23,0.519718736,16,3
64,0.525581262,16,2
106,0.505887529,16,3
115,0.547216351,16,3
128,0.513669732,16,2
196,0.526061,16,4
226,0.51864507,16,4
279,0.530853129,16,1
330,0.521056205,16,5
334,0.537804554,16,3
393,0.546194882,16,4
596,0.515107593,16,6
79,0.535258166,16,1
110,0.523932102,16,2
124,0.51843628,16,2
157,0.548915731,16,4
203,0.52310357,16,1
227,0.536170194,16,5
228,0.524025663,16,4
249,0.506729058,16,1
268,0.50631248,16,4
327,0.503527596,16,1
360,0.547433072,16,7
368,0.51900595,16,6
384,0.534454758,16,5
469,0.532898599,16,6
561,0.505509816,16,9
567,0.503325475,16,4
573,0.511854456,16,4
672,0.518507867,16,9
679,0.50632753,16,7
691,0.513989709,16,10
719,0.513025178,16,9
33,0.500789609,16,2
43,0.532220741,16,1
80,0.542037285,16,3
108,0.502400838,16,2
140,0.51130322,16,2
144,0.547976304,16,2
195,0.509825075,16,4
213,0.505477014,16,2
229,0.535530313,16,4
242,0.525232373,16,3
315,0.534832246,16,2
317,0.51684111,16,5
324,0.514282571,16,6
331,0.542893372,16,5
387,0.526075392,16,5
389,0.513120949,16,3
430,0.512142098,16,8
492,0.518795424,16,5
551,0.52655267,16,10
578,0.520400038,16,10
580,0.53758288,16,7
630,0.532920691,16,7
630,0.532920691,16,8
659,0.542502284,16,9
715,0.529149174,16,10
733,0.548937651,16,9
742,0.528913457,16,9
8,0.541492026,16,1
109,0.513886102,16,4
118,0.512429968,16,2
160,0.502845624,16,2
215,0.523573287,16,2
248,0.543435275,16,4
351,0.544331289,16,6
422,0.502007475,16,7
500,0.539389471,16,7
506,0.506226454,16,9
530,0.524918574,16,5
601,0.519872107,16,8
618,0.536394406,16,8
653,0.540463911,16,9
653,0.540463911,16,10
662,0.506698425,16,9
686,0.542129249,16,10
49,0.549296942,16,2
76,0.54119173,16,2
139,0.528954647,16,2
177,0.546909877,16,3
186,0.530184846,16,5
252,0.526229432,16,3
290,0.515131117,16,4
306,0.54162248,16,3
339,0.533327845,16,4
342,0.517046231,16,4
406,0.522196838,16,8
424,0.536868432,16,5
468,0.522005546,16,7
487,0.53630277,16,6
555,0.546923741,16,7
667,0.534255323,16,7
687,0.541506801,16,9
694,0.510345977,16,10
75,0.544388674,16,2
83,0.540244488,16,2
137,0.530789704,16,2
146,0.53455958,16,1
154,0.536429833,16,1
217,0.546122052,16,1
298,0.520040439,16,5
328,0.524550878,16,6
332,0.504679448,16,6
458,0.542596651,16,6
777,0.532027163,16,10
780,0.514270288,16,9
783,0.547962984,16,9
48,0.54809134,16,3
85,0.525807368,16,3
103,0.513374358,16,1
122,0.522493015,16,1
133,0.531857999,16,2
225,0.507029451,16,6
262,0.513921197,16,3
296,0.528058906,16,2
297,0.540702281,16,6
364,0.51940768,16,5
421,0.540497267,16,7
470,0.513961093,16,7
560,0.538837924,16,7
720,0.502846524,16,8
782,0.504764675,16,9
132,0.508173819,16,1
281,0.523715092,16,3
325,0.53428239,16,5
358,0.522773368,16,3
362,0.514500805,16,9
378,0.519088703,16,7
437,0.538065457,16,7
448,0.508478229,16,5
518,0.517780762,16,10
554,0.519160065,16,7
568,0.509202889,16,7
584,0.512040956,16,9
605,0.532530765,16,8
639,0.535503033,16,8
675,0.503713133,16,6
710,0.511341316,16,8
769,0.544469339,16,10
771,0.529457792,16,9
772,0.541058521,16,10
30,0.531294108,16,2
36,0.532537982,16,3
88,0.526243016,16,2
129,0.529201105,16,2
189,0.536366184,16,3
197,0.512353071,16,6
201,0.510466388,16,4
223,0.514271406,16,4
333,0.543866095,16,6
355,0.547547194,16,3
541,0.502812423,16,10
600,0.536456072,16,10
732,0.548442453,16,7
759,0.534071402,16,10
134,0.537648963,16,1
155,0.520114588,16,7
174,0.547657423,16,2
259,0.536045129,16,6
353,0.518105613,16,5
520,0.526597921,16,6
529,0.532436993,16,5
535,0.524772864,16,6
606,0.50132283,16,8
609,0.532781741,16,6
717,0.53419968,16,9
793,0.51842914,16,9
47,0.533823741,16,3
219,0.542440249,16,1
261,0.526413402,16,3
390,0.535158766,16,6
443,0.516771984,16,8
490,0.53918588,16,6
536,0.503387142,16,4
677,0.500804784,16,7
709,0.545661379,16,10
762,0.507815149,16,10
17,0.548318927,16,4
77,0.51837782,16,2
202,0.51355867,16,2
205,0.531418929,16,1
212,0.542118391,16,2
260,0.533371589,16,4
293,0.516577423,16,6
523,0.503590807,16,5
532,0.545234,16,9
657,0.537579337,16,9
678,0.516248752,16,8
32,0.546673556,16,2
250,0.542537705,16,3
453,0.514189174,16,6
481,0.536348776,16,7
499,0.525794719,16,7
507,0.504385565,16,6
577,0.508649558,16,7
9,0.502021289,16,3
78,0.502706122,16,2
84,0.512305006,16,3
87,0.500477346,16,2
148,0.513296849,16,2
188,0.538520953,16,2
188,0.538520953,16,3
193,0.539981806,16,5
322,0.504751351,16,7
367,0.539906082,16,5
373,0.53460583,16,7
479,0.501518943,16,6
627,0.534307932,16,8
756,0.514062752,16,8
258,0.539848247,16,6
263,0.526276683,16,5
385,0.527870712,16,7
503,0.505331821,16,7
743,0.517133273,16,10
758,0.528576344,16,9
784,0.546336611,16,9
38,0.539024921,16,1
82,0.542968467,16,2
380,0.525965898,16,5
391,0.539374496,16,6
395,0.520243344,16,7
41,0.517526619,16,2
53,0.533170431,16,2
183,0.520459321,16,1
243,0.523629187,16,1
326,0.531742745,16,6
400,0.545074705,16,7
491,0.505587839,16,9
534,0.528647106,16,10
620,0.540126359,16,7
648,0.548781763,16,9
727,0.508313754,16,10
63,0.541703878,16,2
112,0.524688751,16,1
120,0.549429235,16,4
409,0.532412566,16,4
517,0.517261779,16,7
614,0.543570027,16,9
757,0.549095588,16,9
51,0.5274798,16,2
237,0.538982897,16,3
246,0.534161859,16,5
383,0.521006726,16,7
548,0.533486051,16,8
647,0.512478205,16,10
744,0.542901977,16,9
748,0.507756326,16,9
779,0.538034255,16,9
3,0.518756092,16,3
119,0.548465905,16,2
255,0.521509401,16,5
291,0.522140327,16,4
295,0.53118108,16,4
377,0.532977499,16,4
97,0.530002867,16,2
101,0.543634988,16,2
329,0.544379863,16,5
376,0.502640287,16,5
432,0.54727496,16,8
457,0.539844275,16,6
533,0.53003105,16,6
610,0.54042887,16,5
692,0.516792376,16,8
713,0.532391764,16,10
736,0.54725437,16,9
59,0.542664665,16,2
180,0.547965435,16,2
185,0.530077464,16,2
294,0.527067333,16,6
433,0.505535501,16,7
513,0.525861536,16,8
527,0.533998176,16,5
680,0.512705461,16,7
708,0.542355841,16,9
741,0.537071424,16,7
40,0.549773505,16,1
54,0.520699469,16,1
107,0.512248727,16,1
288,0.538202053,16,3
414,0.507983834,16,7
510,0.516425887,16,8
531,0.529976388,16,5
711,0.523713413,16,9
58,0.500920081,16,1
179,0.544528985,16,4
280,0.545062622,16,4
434,0.514634625,16,5
471,0.511642663,16,6
745,0.509804555,16,8
50,0.509677199,16,1
151,0.536130537,16,3
191,0.511276904,16,4
456,0.537607596,16,8
460,0.500086448,16,7
105,0.528503535,16,1
192,0.507308437,16,3
233,0.516883473,16,6
370,0.543027512,16,4
463,0.510585126,16,4
698,0.537296945,16,6
127,0.506472981,16,4
431,0.507619732,16,5
571,0.503197658,16,9
597,0.527700056,16,8
638,0.543744351,16,6
737,0.543932525,16,8
746,0.53220053,16,10
13,0.514367508,16,2
472,0.526129407,16,8
761,0.514114878,16,10
117,0.515534605,16,1
396,0.541358519,16,3
462,0.506464614,16,6
670,0.50669037,16,8
484,0.523913805,16,7
574,0.500668828,16,8
168,0.51794937,16,3
218,0.509965249,16,2
465,0.513523801,16,6
607,0.503362089,16,9
52,0.547387327,16,4
361,0.547601679,16,2
397,0.505297157,16,7
682,0.53945313,16,9
256,0.507163425,16,2
323,0.543089915,16,4
175,0.531346757,16,2
224,0.526183118,16,3
703,0.535526565,16,10
565,0.546659296,16,7
528,0.527286013,16,5
542,0.544773996,16,9
505,0.535271196,16,9
178,0.547467279,16,1
641,0.54487204,16,9
683,0.547214669,16,10
392,0.511469149,16,6
537,0.5495089,16,6
649,0.549271945,16,8
81,0.516739849,16,1
199,0.500742298,16,1
221,0.537788635,16,2
498,0.518407936,16,7
247,0.544308129,16,2
173,0.519480386,16,3
204,0.507987846,16,3
46,0.534924619,16,1
467,0.504812034,16,5
398,0.535851604,16,7
676,0.536433324,16,9
116,0.526382171,16,2
749,0.525409572,16,10
412,0.541424646,16,2
724,0.519274496,16,8
724,0.519274496,16,9
346,0.549267979,16,2
72,0.527654055,16,3
242,0.522932713,16,6
704,0.508319676,16,7
521,0.513081525,16,7
698,0.510913396,16,5
698,0.510913396,16,6
510,0.520929661,16,10
416,0.519781221,16,4
475,0.545052997,16,10
69,0.519058523,16,3
152,0.508524733,16,5
766,0.511801081,16,7
728,0.506843498,16,8
364,0.549277136,16,2
364,0.549277136,16,3
665,0.540501542,16,10
721,0.509889471,16,9
488,0.519603488,16,3
767,0.503728256,16,6
98,0.503324635,16,4
449,0.508895404,16,9
739,0.526632081,16,8
135,0.512818231,16,1
193,0.506641118,16,5
655,0.500883105,16,9
333,0.507919228,16,8
91,0.535126313,16,1
349,0.520108665,16,3
627,0.521798777,16,7
652,0.534167179,16,9
652,0.534167179,16,10
738,0.5115537,16,6
13,0.507620674,16,1
92,0.516782158,16,2
355,0.533534272,16,6
552,0.50111413,16,10
559,0.518216602,16,4
628,0.50931721,16,5
718,0.509786711,16,9
94,0.507503435,16,3
136,0.549155565,16,1
249,0.526121177,16,1
276,0.530581631,16,1
374,0.510550226,16,7
415,0.517352987,16,8
441,0.535470078,16,4
442,0.536346454,16,6
582,0.544442564,16,9
591,0.511840984,16,8
707,0.533900471,16,10
280,0.524542509,16,1
524,0.514867217,16,6
581,0.530352773,16,7
596,0.519382061,16,7
11,0.53421463,16,2
372,0.52167271,16,6
426,0.523262687,16,3
446,0.517676295,16,6
481,0.520275158,16,8
481,0.520275158,16,9
543,0.512207805,16,9
725,0.524023548,16,10
86,0.542490548,16,1
99,0.528061081,16,4
340,0.514526713,16,1
340,0.514526713,16,2
394,0.502566285,16,5
486,0.546452365,16,5
511,0.502644907,16,7
601,0.508582174,16,9
22,0.504525533,16,1
150,0.532269627,16,4
179,0.513477215,16,2
197,0.547372115,16,5
365,0.521680351,16,6
371,0.526859641,16,4
379,0.508753371,16,8
476,0.545450028,16,8
607,0.532252067,16,6
692,0.518899004,16,10
733,0.537483614,16,9
735,0.543177949,16,10
126,0.545954298,16,3
206,0.52851046,16,1
220,0.514994006,16,3
421,0.538929222,16,6
490,0.510418013,16,3
505,0.502901192,16,8
512,0.50706898,16,7
585,0.525216185,16,10
785,0.519417382,16,7
161,0.544236112,16,1
232,0.520875138,16,4
267,0.525821093,16,7
302,0.531183885,16,5
327,0.53352059,16,2
347,0.514247676,16,5
405,0.510631456,16,9
598,0.500948208,16,4
677,0.512359007,16,6
706,0.505581699,16,5
760,0.519602199,16,8
25,0.51385462,16,3
336,0.513182347,16,6
576,0.541009954,16,7
759,0.545430274,16,8
793,0.511448748,16,8
70,0.536562811,16,3
145,0.531728962,16,1
162,0.538526717,16,4
196,0.511850797,16,4
200,0.536369965,16,1
239,0.504479993,16,5
311,0.50465914,16,7
381,0.504836759,16,8
453,0.540266199,16,9
477,0.527413523,16,10
492,0.526094691,16,8
522,0.533240181,16,9
556,0.500502937,16,5
572,0.509748466,16,10
623,0.535698509,16,7
764,0.545079829,16,8
67,0.533143559,16,1
146,0.516137572,16,1
155,0.51737063,16,4
359,0.513187215,16,8
389,0.50367398,16,3
19,0.53485748,16,1
384,0.509234732,16,2
509,0.518650608,16,9
523,0.528865208,16,10
616,0.513658063,16,9
625,0.531078962,16,10
656,0.50854169,16,9
5,0.542041379,16,2
213,0.512362856,16,1
241,0.532670895,16,4
471,0.516461231,16,5
487,0.520330197,16,7
497,0.539591894,16,7
555,0.543905281,16,6
586,0.542594263,16,7
615,0.508821557,16,10
695,0.526660134,16,8
729,0.503426152,16,7
748,0.549159321,16,7
776,0.51291026,16,7
776,0.51291026,16,8
787,0.528651662,16,7
59,0.525229795,16,2
104,0.521334775,16,3
337,0.515289974,16,9
594,0.548159274,16,3
594,0.548159274,16,4
700,0.517674685,16,5
722,0.522019988,16,8
723,0.504937721,16,8
781,0.548929091,16,8
24,0.517258812,16,3
64,0.518663831,16,1
176,0.50409509,16,2
235,0.513483162,16,6
351,0.520482852,16,7
362,0.502515227,16,7
454,0.50136311,16,3
459,0.53318953,16,3
57,0.507565757,16,1
65,0.525148865,16,2
66,0.5291594,16,2
142,0.520911849,16,5
238,0.525033982,16,3
452,0.521419164,16,8
482,0.537647908,16,2
103,0.54345446,16,5
219,0.517181939,16,6
254,0.512510346,16,7
263,0.528192299,16,6
295,0.509465906,16,6
435,0.549892961,16,6
516,0.5438911,16,7
578,0.546456135,16,9
617,0.528299781,16,10
629,0.527643119,16,5
669,0.512926148,16,5
31,0.531756041,16,1
54,0.512724027,16,4
143,0.507572642,16,1
296,0.545006056,16,3
334,0.533091644,16,4
344,0.500595235,16,3
356,0.513016509,16,2
370,0.529452107,16,5
418,0.522835855,16,6
438,0.525873103,16,6
463,0.503441629,16,8
514,0.548572941,16,9
515,0.522750972,16,10
553,0.536278273,16,6
599,0.52125738,16,6
619,0.521532142,16,7
622,0.504360633,16,9
632,0.510261962,16,10
649,0.542171905,16,9
654,0.534657138,16,10
708,0.50104455,16,10
712,0.517066261,16,9
21,0.514964851,16,2
95,0.539970871,16,3
165,0.516160489,16,5
285,0.520658294,16,4
335,0.52107207,16,7
335,0.52107207,16,8
343,0.508861874,16,6
456,0.547797396,16,3
520,0.530977026,16,5
531,0.545050307,16,5
545,0.507583371,16,9
550,0.526770963,16,8
557,0.542151111,16,7
558,0.501734556,16,5
589,0.54665372,16,10
613,0.54237054,16,10
737,0.508190107,16,7
768,0.505729107,16,7
12,0.504557441,16,3
29,0.536554336,16,2
61,0.522929882,16,3
207,0.549310541,16,3
320,0.549341354,16,1
366,0.536085619,16,4
386,0.513806233,16,1
404,0.503851013,16,7
410,0.540042942,16,4
414,0.533751836,16,7
651,0.512855706,16,10
694,0.53977835,16,9
788,0.544836544,16,9
89,0.53730486,16,3
113,0.546288157,16,1
172,0.518327652,16,3
215,0.516727687,16,2
225,0.519273089,16,4
271,0.523838383,16,6
293,0.541386308,16,3
350,0.509589525,16,1
417,0.517794895,16,6
495,0.5490489,16,5
500,0.520075735,16,8
533,0.504583789,16,8
544,0.537866241,16,6
560,0.505090677,16,5
736,0.503319784,16,7
53,0.51665221,16,3
106,0.510354255,16,3
111,0.533188087,16,2
130,0.546869946,16,2
131,0.522468713,16,4
164,0.533454122,16,4
214,0.545715453,16,3
300,0.544340183,16,5
352,0.539305641,16,7
399,0.504355963,16,7
473,0.535598202,16,9
494,0.534752891,16,6
503,0.510102354,16,4
568,0.500874631,16,8
574,0.53762992,16,6
603,0.54631548,16,8
614,0.525266161,16,8
664,0.528503971,16,8
687,0.547050262,16,9
747,0.52515642,16,10
763,0.533078596,16,10
63,0.507282408,16,4
71,0.530220966,16,2
234,0.522091693,16,4
264,0.543201382,16,2
279,0.502141918,16,1
433,0.53672981,16,7
443,0.546553065,16,8
513,0.500276359,16,9
620,0.538716729,16,7
719,0.503192749,16,8
55,0.514574212,16,4
75,0.513031269,16,2
83,0.501745841,16,2
138,0.521433273,16,1
195,0.504520621,16,4
208,0.52937186,16,2
226,0.510792401,16,6
298,0.542231962,16,5
304,0.545717508,16,6
342,0.504468547,16,5
375,0.503899732,16,8
432,0.501498001,16,8
479,0.514749797,16,5
537,0.547645819,16,9
671,0.513849777,16,9
681,0.504310371,16,10
689,0.513677202,16,8
726,0.548966209,16,10
731,0.509260543,16,9
751,0.501734877,16,7
751,0.501734877,16,8
68,0.519834329,16,1
85,0.523127741,16,1
88,0.544716287,16,3
167,0.524373127,16,3
230,0.54469222,16,4
240,0.530931424,16,2
268,0.513143822,16,4
303,0.503968718,16,5
403,0.515620543,16,9
526,0.509190844,16,3
580,0.535055216,16,4
584,0.549263008,16,10
672,0.525770231,16,8
730,0.511248557,16,8
758,0.53791001,16,8
58,0.52563164,16,1
108,0.519647918,16,1
132,0.529911405,16,3
141,0.544365943,16,5
265,0.530891724,16,5
270,0.506815752,16,4
309,0.529147696,16,4
312,0.53081812,16,5
373,0.509151658,16,6
428,0.542783352,16,3
525,0.500892302,16,4
637,0.500096718,16,5
716,0.535527083,16,8
7,0.512120732,16,1
16,0.510561612,16,3
60,0.516446259,16,1
147,0.531000761,16,4
170,0.504298957,16,3
204,0.53666366,16,2
205,0.549181313,16,4
377,0.506546632,16,4
380,0.544177673,16,3
424,0.542828752,16,5
519,0.546055986,16,9
534,0.514617772,16,8
573,0.54766799,16,9
634,0.547498982,16,7
699,0.534121756,16,7
42,0.542029164,16,2
79,0.548015295,16,1
80,0.544939359,16,4
119,0.535566171,16,2
144,0.533609174,16,2
156,0.50243104,16,4
159,0.538366326,16,1
188,0.544911265,16,6
191,0.540458565,16,3
294,0.545838732,16,2
310,0.536342326,16,2
468,0.535967363,16,8
485,0.540980165,16,6
565,0.517464389,16,7
123,0.52974108,16,4
203,0.547603445,16,1
210,0.547817051,16,2
275,0.532283156,16,4
305,0.54608238,16,6
339,0.50658229,16,5
390,0.549250138,16,2
419,0.542576696,16,6
457,0.538485838,16,7
462,0.535535445,16,4
626,0.509071778,16,8
633,0.512788535,16,7
660,0.538107584,16,8
754,0.510750547,16,9
792,0.510837318,16,7
34,0.549692923,16,1
48,0.527213624,16,2
51,0.529104488,16,2
163,0.549435272,16,6
201,0.504056497,16,3
255,0.52003588,16,5
308,0.500810815,16,8
385,0.50681802,16,4
392,0.521104595,16,7
409,0.508869028,16,5
420,0.538558604,16,5
427,0.527857752,16,3
444,0.522451303,16,7
499,0.50781939,16,6
517,0.511531961,16,9
587,0.546296692,16,9
653,0.503398055,16,10
780,0.536755513,16,9
2,0.508430244,16,3
8,0.544527709,16,1
35,0.517468065,16,3
194,0.52075114,16,3
272,0.530576945,16,5
273,0.547491377,16,2
306,0.503679429,16,4
316,0.503369233,16,2
319,0.519258726,16,2
357,0.549395543,16,6
382,0.508146139,16,6
434,0.529606924,16,7
542,0.502568642,16,7
546,0.514967405,16,10
566,0.520917016,16,5
579,0.513883139,16,7
635,0.529599498,16,8
686,0.533577574,16,8
686,0.533577574,16,9
714,0.520822657,16,9
778,0.53414163,16,10
782,0.527983919,16,8
28,0.529127741,16,3
73,0.517633872,16,2
127,0.541072411,16,4
185,0.528451981,16,4
199,0.536551757,16,2
246,0.531176407,16,4
274,0.540405517,16,4
474,0.522049775,16,9
489,0.535197563,16,6
640,0.537956209,16,10
642,0.527392921,16,9
662,0.530928309,16,9
701,0.527968964,16,9
36,0.50426331,16,3
44,0.547998874,16,1
50,0.529616684,16,3
125,0.508918295,16,5
168,0.534131491,16,4
169,0.514651315,16,5
198,0.507689935,16,4
223,0.528647846,16,5
233,0.541615614,16,6
244,0.537699663,16,2
314,0.504543439,16,2
345,0.543752153,16,3
439,0.512991719,16,7
448,0.532663444,16,9
657,0.520704522,16,7
37,0.520854853,16,2
49,0.534386881,16,2
76,0.513143625,16,2
118,0.538025354,16,3
137,0.50669036,16,2
283,0.532600175,16,5
286,0.50608891,16,1
301,0.518845798,16,3
315,0.500552475,16,2
376,0.503344963,16,5
423,0.543083379,16,4
480,0.521393059,16,6
506,0.506394467,16,8
554,0.524691148,16,8
668,0.518628582,16,8
668,0.518628582,16,9
697,0.500657421,16,5
705,0.513125923,16,9
771,0.532283305,16,8
783,0.532817974,16,9
10,0.541632884,16,1
20,0.534921268,16,1
56,0.523327166,16,3
102,0.525469723,16,3
122,0.522086681,16,1
134,0.508565893,16,4
140,0.520534844,16,1
192,0.519277895,16,2
209,0.508120203,16,1
211,0.543966181,16,6
269,0.501859123,16,3
288,0.505427252,16,5
348,0.548909459,16,1
369,0.509876325,16,6
541,0.525854589,16,7
547,0.506327825,16,9
569,0.503130563,16,9
588,0.542022741,16,9
608,0.513655334,16,6
612,0.510271323,16,10
643,0.531222077,16,9
661,0.530443667,16,10
685,0.543108665,16,9
789,0.500346774,16,10
18,0.536979865,16,2
33,0.548904762,16,3
96,0.501704514,16,2
105,0.536127534,16,1
158,0.525307183,16,2
166,0.538025007,16,1
183,0.525685678,16,2
222,0.513758937,16,4
243,0.548926371,16,6
332,0.504623247,16,6
413,0.517370169,16,3
429,0.541868162,16,6
458,0.526246051,16,5
602,0.535776666,16,8
631,0.53500742,16,8
684,0.518607474,16,9
696,0.51029094,16,7
713,0.523632555,16,9
755,0.524139146,16,10
1,0.510054646,16,3
27,0.506996729,16,4
133,0.529866309,16,2
160,0.536903026,16,1
174,0.545020485,16,2
212,0.535231219,16,6
229,0.514183839,16,3
253,0.515549038,16,3
388,0.530602544,16,5
445,0.502989282,16,9
493,0.507508878,16,4
567,0.501581061,16,4
761,0.521677191,16,9
62,0.515955734,16,1
77,0.502985883,16,2
182,0.527753267,16,1
217,0.527432517,16,1
236,0.531604307,16,3
281,0.526354499,16,5
287,0.519835563,16,3
322,0.516837747,16,5
353,0.528132844,16,5
393,0.544395422,16,5
577,0.507304597,16,7
645,0.511551305,16,9
658,0.523815733,16,8
690,0.521904797,16,8
770,0.531279662,16,10
773,0.52086018,16,10
774,0.542702166,16,8
777,0.500210606,16,7
26,0.535408927,16,2
32,0.54228626,16,2
101,0.540589219,16,1
120,0.51968276,16,4
149,0.509939284,16,2
221,0.514835134,16,1
318,0.531320162,16,3
368,0.538423224,16,5
436,0.504042351,16,6
549,0.542934572,16,8
618,0.533510165,16,9
744,0.502332909,16,9
769,0.533912711,16,9
47,0.537517175,16,3
100,0.527281906,16,1
121,0.507501533,16,1
184,0.540260313,16,2
189,0.52288475,16,5
216,0.511859055,16,1
228,0.521052035,16,2
245,0.50766209,16,1
257,0.546423343,16,5
261,0.501477927,16,6
284,0.502851017,16,4
292,0.534220432,16,4
402,0.52493984,16,6
478,0.5010629,16,6
540,0.544327185,16,10
630,0.544709901,16,6
646,0.547884845,16,8
650,0.507874488,16,8
670,0.50227808,16,8
742,0.543630852,16,9
791,0.534435631,16,10
41,0.513162493,16,3
84,0.515506243,16,3
97,0.503272844,16,2
114,0.544559845,16,2
117,0.51918547,16,3
278,0.547333916,16,1
338,0.548684533,16,3
450,0.526587191,16,5
470,0.546803064,16,7
491,0.528575548,16,8
518,0.54766261,16,7
548,0.54605655,16,8
605,0.517045428,16,7
732,0.53823438,16,9
4,0.518413717,16,1
78,0.536749171,16,4
82,0.526897029,16,1
115,0.528149775,16,4
180,0.529742358,16,3
231,0.519266603,16,3
331,0.534872679,16,4
430,0.518090547,16,7
472,0.51548671,16,6
659,0.537733916,16,10
709,0.533144013,16,8
762,0.504285904,16,9
15,0.531284162,16,1
38,0.528429118,16,3
93,0.523505123,16,3
139,0.52026094,16,2
181,0.519243231,16,4
317,0.531107645,16,2
437,0.504637647,16,7
483,0.504351502,16,5
561,0.521798189,16,9
597,0.533263736,16,6
624,0.529485874,16,10
734,0.546517775,16,7
756,0.523447319,16,10
765,0.5416174,16,8
175,0.501890686,16,2
178,0.522037772,16,1
227,0.500698808,16,4
277,0.533614788,16,3
291,0.540110665,16,6
383,0.517220679,16,3
383,0.517220679,16,4
406,0.521935593,16,9
407,0.546765111,16,7
422,0.504296048,16,7
425,0.526730881,16,6
464,0.548643972,16,6
535,0.507707363,16,6
538,0.531182484,16,7
564,0.527014383,16,5
636,0.530699838,16,7
638,0.54663559,16,6
717,0.530268389,16,9
741,0.522043846,16,9
107,0.536528807,16,2
128,0.543568622,16,1
129,0.529490617,16,2
187,0.543366236,16,1
282,0.543156144,16,2
297,0.549471882,16,6
378,0.516041213,16,7
411,0.54268327,16,9
551,0.508806227,16,9
682,0.548296729,16,9
775,0.526722553,16,10
177,0.513696456,16,1
251,0.50718981,16,1
259,0.514779159,16,3
307,0.548546421,16,3
401,0.541603404,16,6
570,0.548212495,16,9
621,0.531792583,16,10
674,0.501472364,16,10
710,0.538267331,16,9
752,0.52778496,16,8
109,0.511296983,16,3
173,0.526572047,16,1
224,0.527454094,16,5
248,0.520442594,16,2
258,0.548652758,16,5
358,0.523103594,16,4
397,0.523949874,16,6
465,0.509316537,16,5
469,0.539694019,16,5
610,0.534774088,16,9
666,0.515350258,16,7
691,0.542386678,16,10
266,0.522609458,16,5
363,0.524418357,16,5
395,0.543773609,16,6
451,0.529148625,16,5
532,0.517698764,16,7
6,0.518145402,16,3
74,0.504632899,16,2
237,0.508471072,16,4
250,0.515062463,16,4
484,0.508794152,16,8
675,0.510696163,16,8
784,0.50009645,16,10
112,0.520372116,16,4
153,0.543895181,16,2
396,0.522960572,16,5
440,0.507194912,16,6
539,0.536214139,16,8
644,0.523605541,16,8
720,0.509686081,16,10
750,0.523584371,16,8
43,0.516165472,16,1
87,0.534904776,16,2
124,0.547203189,16,4
391,0.50813923,16,4
508,0.527010623,16,8
563,0.539930563,16,8
575,0.5142659,16,9
779,0.53990507,16,10
786,0.539865434,16,7
39,0.549419084,16,1
81,0.53163253,16,1
387,0.542277216,16,7
529,0.521784599,16,6
583,0.545027757,16,10
600,0.509382504,16,6
667,0.548429536,16,10
702,0.539106897,16,10
3,0.513137343,16,1
30,0.528254516,16,2
40,0.533941148,16,1
190,0.531567587,16,4
202,0.514685946,16,3
289,0.52718867,16,4
325,0.517027602,16,3
330,0.534710661,16,5
367,0.541885754,16,6
400,0.517102718,16,6
683,0.533093555,16,9
683,0.533093555,16,10
46,0.529896721,16,2
252,0.5418507,16,4
324,0.544306746,16,2
461,0.527291797,16,7
502,0.542570909,16,8
